phrase_id,language,text,noise_level,is_distress,confidence_label,detected_entities
DP004485,en,My friend is unconscious call ambulance,0.17,1,0.9,locations=[];threats=[]
DP004486,en,Visited the temple in Kandy,0.0,0,0.85,locations=[];threats=[]
DP004487,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP004488,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP004489,ta,உதவுங்கள் என்னை யாரோ பின்தொடர்கிறார்கள்,0.41,1,0.77,locations=[];threats=[]
DP004490,en,Enjoyed a great meal at a local restaurant,0.07,0,0.82,locations=[];threats=[]
DP004491,en,Help me please I am in danger,0.1,1,0.77,locations=[];threats=['danger']
DP004492,si,මාව කොල්ල කෑවා පොලිසියට කියන්න,0.01,1,0.78,locations=[];threats=[]
DP004493,si,උදව් කරන්න මට භයනක් දෙයක් වෙනවා,0.02,1,0.78,locations=[];threats=[]
DP004494,si,මාව කොල්ල කෑවා පොලිසියට කියන්න,0.01,1,0.78,locations=[];threats=[]
DP004495,es,Ayúdame por favor estoy en peligro,0.47,1,0.98,locations=[];threats=[]
DP004496,ta,பயமாக இருக்கிறது,0.44,1,0.99,locations=[];threats=[]
DP004497,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP004498,en,They harassed me near the beach,0.18,1,0.99,locations=[];threats=['harass']
DP004499,es,Ayúdame por favor estoy en peligro,0.47,1,0.98,locations=[];threats=[]
DP004500,en,Enjoyed a great meal at a local restaurant,0.07,0,0.82,locations=[];threats=[]
DP004501,en,Help me please I am in danger,0.1,1,0.77,locations=[];threats=['danger']
DP004502,en,I am scared and lost please assist,0.05,1,0.84,locations=[];threats=[]
DP004503,ja,助けてください危険です,0.02,1,0.78,locations=[];threats=[]
DP004504,ta,பயமாக இருக்கிறது,0.44,1,0.99,locations=[];threats=[]
DP004505,es,Alguien me está siguiendo,0.06,1,0.89,locations=[];threats=[]
DP004506,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP004507,en,I am scared and lost please assist,0.05,1,0.84,locations=[];threats=[]
DP004508,en,I am scared and lost please assist,0.05,1,0.84,locations=[];threats=[]
DP004509,ta,இன்று கடற்கரை மிகவும் அழகாக உள்ளது,0.13,0,0.98,locations=[];threats=[]
DP004510,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP004511,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP004512,ta,நண்பர் மயக்கமடைந்துள்ளார் ஆம்புலன்ஸ் அழைக்கவும்,0.3,1,0.89,locations=[];threats=[]
DP004513,si,මාව හිරිහැරයට ලක් කළා,0.08,1,0.99,locations=[];threats=[]
DP004514,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP004515,en,The beach in Mirissa is beautiful today,0.09,0,0.83,locations=[];threats=[]
DP004516,en,I am scared and lost please assist,0.05,1,0.84,locations=[];threats=[]
DP004517,ar,ساعدني من فضلك أنا في خطر,0.16,1,0.92,locations=[];threats=[]
DP004518,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP004519,en,The beach in Mirissa is beautiful today,0.09,0,0.83,locations=[];threats=[]
DP004520,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP004521,en,Help me please I am in danger,0.1,1,0.77,locations=[];threats=['danger']
DP004522,en,Help me please I am in danger,0.1,1,0.77,locations=[];threats=['danger']
DP004523,si,අද මිරිස්ස වෙරළ ඉතාම ලස්සනයි,0.04,0,0.93,locations=[];threats=[]
DP004524,ar,ساعدني من فضلك أنا في خطر,0.16,1,0.92,locations=[];threats=[]
DP004525,en,Stolen passport need embassy help,0.44,1,0.97,locations=[];threats=['stolen']
DP004526,si,කෙනෙක් මාව අනුගමනය කරනවා,0.19,1,0.78,locations=[];threats=[]
DP004527,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP004528,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP004529,zh,有人跟踪我,0.25,1,0.82,locations=[];threats=[]
DP004530,ta,உதவுங்கள் என்னை யாரோ பின்தொடர்கிறார்கள்,0.41,1,0.77,locations=[];threats=[]
DP004531,ta,தொல்லை கொடுத்தார்கள் கடற்கரையில்,0.04,1,0.99,locations=[];threats=[]
DP004532,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP004533,en,Enjoyed a great meal at a local restaurant,0.07,0,0.82,locations=[];threats=[]
DP004534,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP004535,en,Enjoyed a great meal at a local restaurant,0.07,0,0.82,locations=[];threats=[]
DP004536,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP004537,ta,உதவுங்கள் என்னை யாரோ பின்தொடர்கிறார்கள்,0.41,1,0.77,locations=[];threats=[]
DP004538,en,The beach in Mirissa is beautiful today,0.09,0,0.83,locations=[];threats=[]
DP004539,si,මාව කොල්ල කෑවා පොලිසියට කියන්න,0.01,1,0.78,locations=[];threats=[]
DP004540,en,Help me please I am in danger,0.1,1,0.77,locations=[];threats=['danger']
DP004541,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP004542,en,My friend is unconscious call ambulance,0.17,1,0.9,locations=[];threats=[]
DP004543,ar,شخص ما يتبعني,0.09,1,0.86,locations=[];threats=[]
DP004544,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP004545,en,Stolen passport need embassy help,0.44,1,0.97,locations=[];threats=['stolen']
DP004546,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP004547,si,අද මිරිස්ස වෙරළ ඉතාම ලස්සනයි,0.04,0,0.93,locations=[];threats=[]
DP004548,ar,شخص ما يتبعني,0.09,1,0.86,locations=[];threats=[]
DP004549,ta,இன்று கடற்கரை மிகவும் அழகாக உள்ளது,0.13,0,0.98,locations=[];threats=[]
DP004550,si,කෙනෙක් මාව අනුගමනය කරනවා,0.19,1,0.78,locations=[];threats=[]
DP004551,de,Hilfe bitte ich bin in Gefahr,0.4,1,0.98,locations=[];threats=[]
DP004552,en,Help me please I am in danger,0.1,1,0.77,locations=[];threats=['danger']
DP004553,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP004554,en,Help me please I am in danger,0.1,1,0.77,locations=[];threats=['danger']
DP004555,en,Enjoyed a great meal at a local restaurant,0.07,0,0.82,locations=[];threats=[]
DP004556,si,මාව හිරිහැරයට ලක් කළා,0.08,1,0.99,locations=[];threats=[]
DP004557,en,Help me please I am in danger,0.1,1,0.77,locations=[];threats=['danger']
DP004558,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP004559,en,Checking in to my hotel now,0.17,0,0.96,locations=[];threats=[]
DP004560,ja,助けてください危険です,0.02,1,0.78,locations=[];threats=[]
DP004561,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP004562,si,මාව හිරිහැරයට ලක් කළා,0.08,1,0.99,locations=[];threats=[]
DP004563,si,මාව කොල්ල කෑවා පොලිසියට කියන්න,0.01,1,0.78,locations=[];threats=[]
DP004564,si,මාව කොල්ල කෑවා පොලිසියට කියන්න,0.01,1,0.78,locations=[];threats=[]
DP004565,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP004566,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP004567,en,Enjoyed a great meal at a local restaurant,0.07,0,0.82,locations=[];threats=[]
DP004568,ta,கொள்ளை அடிக்கப்பட்டேன் போலீஸ் அழைக்கவும்,0.32,1,0.84,locations=[];threats=[]
DP004569,en,Enjoyed a great meal at a local restaurant,0.07,0,0.82,locations=[];threats=[]
DP004570,ta,உதவுங்கள் என்னை யாரோ பின்தொடர்கிறார்கள்,0.41,1,0.77,locations=[];threats=[]
DP004571,ta,உதவுங்கள் என்னை யாரோ பின்தொடர்கிறார்கள்,0.41,1,0.77,locations=[];threats=[]
DP004572,ko,누군가 저를 따라오고 있습니다,0.01,1,0.8,locations=[];threats=[]
DP004573,si,උදව් කරන්න මට භයනක් දෙයක් වෙනවා,0.02,1,0.78,locations=[];threats=[]
DP004574,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP004575,si,මාව හිරිහැරයට ලක් කළා,0.08,1,0.99,locations=[];threats=[]
DP004576,si,මාව හිරිහැරයට ලක් කළා,0.08,1,0.99,locations=[];threats=[]
DP004577,zh,有人跟踪我,0.25,1,0.82,locations=[];threats=[]
DP004578,si,මිතුරා අසනීප ඇම්බියුලන්ස් කතා කරන්න,0.2,1,0.76,locations=[];threats=[]
DP004579,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP004580,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP004581,en,Checking in to my hotel now,0.17,0,0.96,locations=[];threats=[]
DP004582,ar,شخص ما يتبعني,0.09,1,0.86,locations=[];threats=[]
DP004583,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP004584,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP004585,ja,助けてください危険です,0.02,1,0.78,locations=[];threats=[]
DP004586,en,Help me please I am in danger,0.1,1,0.77,locations=[];threats=['danger']
DP004587,ta,உதவுங்கள் என்னை யாரோ பின்தொடர்கிறார்கள்,0.41,1,0.77,locations=[];threats=[]
DP004588,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP004589,en,I am scared and lost please assist,0.05,1,0.84,locations=[];threats=[]
DP004590,en,I am scared and lost please assist,0.05,1,0.84,locations=[];threats=[]
DP004591,en,They harassed me near the beach,0.18,1,0.99,locations=[];threats=['harass']
DP004592,ta,கொள்ளை அடிக்கப்பட்டேன் போலீஸ் அழைக்கவும்,0.32,1,0.84,locations=[];threats=[]
DP004593,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP004594,si,උදව් කරන්න මට භයනක් දෙයක් වෙනවා,0.02,1,0.78,locations=[];threats=[]
DP004595,si,හදිසිය — දැනම සහාය අවශ්‍යයි,0.3,1,0.84,locations=[];threats=[]
DP004596,si,මාව හිරිහැරයට ලක් කළා,0.08,1,0.99,locations=[];threats=[]
DP004597,si,මත් ධාවකයෙකු මා ඉදිරිපිට ගිහින්,0.44,1,0.98,locations=[];threats=[]
DP004598,en,Enjoyed a great meal at a local restaurant,0.07,0,0.82,locations=[];threats=[]
DP004599,en,Checking in to my hotel now,0.17,0,0.96,locations=[];threats=[]
DP004600,si,මාව කොල්ල කෑවා පොලිසියට කියන්න,0.01,1,0.78,locations=[];threats=[]
DP004601,en,Stolen passport need embassy help,0.44,1,0.97,locations=[];threats=['stolen']
DP004602,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP004603,en,Help me please I am in danger,0.1,1,0.77,locations=[];threats=['danger']
DP004604,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP004605,ko,누군가 저를 따라오고 있습니다,0.01,1,0.8,locations=[];threats=[]
DP004606,si,මත් ධාවකයෙකු මා ඉදිරිපිට ගිහින්,0.44,1,0.98,locations=[];threats=[]
DP004607,en,Emergency I need help immediately,0.2,1,0.88,locations=[];threats=['emergency']
DP004608,de,Jemand folgt mir,0.17,1,0.98,locations=[];threats=[]
DP004609,en,The beach in Mirissa is beautiful today,0.09,0,0.83,locations=[];threats=[]
DP004610,zh,救命我有危险,0.31,1,0.89,locations=[];threats=[]
DP004611,si,මාව හිරිහැරයට ලක් කළා,0.08,1,0.99,locations=[];threats=[]
DP004612,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP004613,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP004614,fr,Aidez-moi s'il vous plaît je suis en danger,0.33,1,0.92,locations=[];threats=['danger']
DP004615,ar,شخص ما يتبعني,0.09,1,0.86,locations=[];threats=[]
DP004616,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP004617,si,හදිසිය — දැනම සහාය අවශ්‍යයි,0.3,1,0.84,locations=[];threats=[]
DP004618,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP004619,es,Ayúdame por favor estoy en peligro,0.47,1,0.98,locations=[];threats=[]
DP004620,en,I am scared and lost please assist,0.05,1,0.84,locations=[];threats=[]
DP004621,ta,பாதுகாப்பற்று உணர்கிறேன்,0.07,1,0.82,locations=[];threats=[]
DP004622,ko,누군가 저를 따라오고 있습니다,0.01,1,0.8,locations=[];threats=[]
DP004623,en,Stolen passport need embassy help,0.44,1,0.97,locations=[];threats=['stolen']
DP004624,ta,பயமாக இருக்கிறது,0.44,1,0.99,locations=[];threats=[]
DP004625,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP004626,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP004627,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP004628,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP004629,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP004630,en,They harassed me near the beach,0.18,1,0.99,locations=[];threats=['harass']
DP004631,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP004632,ko,누군가 저를 따라오고 있습니다,0.01,1,0.8,locations=[];threats=[]
DP004633,en,Visited the temple in Kandy,0.0,0,0.85,locations=[];threats=[]
DP004634,en,Enjoyed a great meal at a local restaurant,0.07,0,0.82,locations=[];threats=[]
DP004635,en,Checking in to my hotel now,0.17,0,0.96,locations=[];threats=[]
DP004636,zh,救命我有危险,0.31,1,0.89,locations=[];threats=[]
DP004637,en,Stolen passport need embassy help,0.44,1,0.97,locations=[];threats=['stolen']
DP004638,si,මාව හිරිහැරයට ලක් කළා,0.08,1,0.99,locations=[];threats=[]
DP004639,en,I am scared and lost please assist,0.05,1,0.84,locations=[];threats=[]
DP004640,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP004641,en,They harassed me near the beach,0.18,1,0.99,locations=[];threats=['harass']
DP004642,en,Enjoyed a great meal at a local restaurant,0.07,0,0.82,locations=[];threats=[]
DP004643,en,I am scared and lost please assist,0.05,1,0.84,locations=[];threats=[]
DP004644,si,උදව් කරන්න මට භයනක් දෙයක් වෙනවා,0.02,1,0.78,locations=[];threats=[]
DP004645,si,දිනන ලද ගෙවීමකින් උදව් ඕනා,0.28,1,0.88,locations=[];threats=[]
DP004646,en,Checking in to my hotel now,0.17,0,0.96,locations=[];threats=[]
DP004647,ar,شخص ما يتبعني,0.09,1,0.86,locations=[];threats=[]
DP004648,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP004649,de,Jemand folgt mir,0.17,1,0.98,locations=[];threats=[]
DP004650,si,මත් ධාවකයෙකු මා ඉදිරිපිට ගිහින්,0.44,1,0.98,locations=[];threats=[]
DP004651,en,Enjoyed a great meal at a local restaurant,0.07,0,0.82,locations=[];threats=[]
DP004652,si,මාව කොල්ල කෑවා පොලිසියට කියන්න,0.01,1,0.78,locations=[];threats=[]
DP004653,en,Help me please I am in danger,0.1,1,0.77,locations=[];threats=['danger']
DP004654,ta,உதவுங்கள் என்னை யாரோ பின்தொடர்கிறார்கள்,0.41,1,0.77,locations=[];threats=[]
DP004655,si,උදව් කරන්න මට භයනක් දෙයක් වෙනවා,0.02,1,0.78,locations=[];threats=[]
DP004656,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP004657,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP004658,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP004659,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP004660,en,Help me please I am in danger,0.1,1,0.77,locations=[];threats=['danger']
DP004661,ta,உதவுங்கள் என்னை யாரோ பின்தொடர்கிறார்கள்,0.41,1,0.77,locations=[];threats=[]
DP004662,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP004663,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP004664,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP004665,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP004666,si,මම බිය වෙලා ඉන්නවා,0.05,1,0.89,locations=[];threats=[]
DP004667,en,Checking in to my hotel now,0.17,0,0.96,locations=[];threats=[]
DP004668,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP004669,ko,누군가 저를 따라오고 있습니다,0.01,1,0.8,locations=[];threats=[]
DP004670,si,මත් ධාවකයෙකු මා ඉදිරිපිට ගිහින්,0.44,1,0.98,locations=[];threats=[]
DP004671,si,මාව හිරිහැරයට ලක් කළා,0.08,1,0.99,locations=[];threats=[]
DP004672,ta,இன்று கடற்கரை மிகவும் அழகாக உள்ளது,0.13,0,0.98,locations=[];threats=[]
DP004673,ta,உதவுங்கள் என்னை யாரோ பின்தொடர்கிறார்கள்,0.41,1,0.77,locations=[];threats=[]
DP004674,en,Enjoyed a great meal at a local restaurant,0.07,0,0.82,locations=[];threats=[]
DP004675,es,Alguien me está siguiendo,0.06,1,0.89,locations=[];threats=[]
DP004676,ta,கொள்ளை அடிக்கப்பட்டேன் போலீஸ் அழைக்கவும்,0.32,1,0.84,locations=[];threats=[]
DP004677,ta,உதவுங்கள் என்னை யாரோ பின்தொடர்கிறார்கள்,0.41,1,0.77,locations=[];threats=[]
DP004678,ta,உணவகத்தில் சாப்பிட்டேன்,0.03,0,0.87,locations=[];threats=[]
DP004679,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP004680,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP004681,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP004682,en,I am scared and lost please assist,0.05,1,0.84,locations=[];threats=[]
DP004683,fr,Aidez-moi s'il vous plaît je suis en danger,0.33,1,0.92,locations=[];threats=['danger']
DP004684,zh,有人跟踪我,0.25,1,0.82,locations=[];threats=[]
DP004685,ko,누군가 저를 따라오고 있습니다,0.01,1,0.8,locations=[];threats=[]
DP004686,si,මාව කොල්ල කෑවා පොලිසියට කියන්න,0.01,1,0.78,locations=[];threats=[]
DP004687,ta,பாதுகாப்பற்று உணர்கிறேன்,0.07,1,0.82,locations=[];threats=[]
DP004688,ta,உதவுங்கள் என்னை யாரோ பின்தொடர்கிறார்கள்,0.41,1,0.77,locations=[];threats=[]
DP004689,zh,有人跟踪我,0.25,1,0.82,locations=[];threats=[]
DP004690,en,Enjoyed a great meal at a local restaurant,0.07,0,0.82,locations=[];threats=[]
DP004691,en,Help me please I am in danger,0.1,1,0.77,locations=[];threats=['danger']
DP004692,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP004693,en,Help me please I am in danger,0.1,1,0.77,locations=[];threats=['danger']
DP004694,fr,Aidez-moi s'il vous plaît je suis en danger,0.33,1,0.92,locations=[];threats=['danger']
DP004695,en,The beach in Mirissa is beautiful today,0.09,0,0.83,locations=[];threats=[]
DP004696,si,මාව කොල්ල කෑවා පොලිසියට කියන්න,0.01,1,0.78,locations=[];threats=[]
DP004697,en,Stolen passport need embassy help,0.44,1,0.97,locations=[];threats=['stolen']
DP004698,ko,누군가 저를 따라오고 있습니다,0.01,1,0.8,locations=[];threats=[]
DP004699,en,My friend is unconscious call ambulance,0.17,1,0.9,locations=[];threats=[]
DP004700,de,Hilfe bitte ich bin in Gefahr,0.4,1,0.98,locations=[];threats=[]
DP004701,si,මාව හිරිහැරයට ලක් කළා,0.08,1,0.99,locations=[];threats=[]
DP004702,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP004703,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP004704,zh,有人跟踪我,0.25,1,0.82,locations=[];threats=[]
DP004705,en,Help me please I am in danger,0.1,1,0.77,locations=[];threats=['danger']
DP004706,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP004707,en,Visited the temple in Kandy,0.0,0,0.85,locations=[];threats=[]
DP004708,si,මාව හිරිහැරයට ලක් කළා,0.08,1,0.99,locations=[];threats=[]
DP004709,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP004710,de,Jemand folgt mir,0.17,1,0.98,locations=[];threats=[]
DP004711,si,උදව් කරන්න මට භයනක් දෙයක් වෙනවා,0.02,1,0.78,locations=[];threats=[]
DP004712,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP004713,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP004714,ta,பயமாக இருக்கிறது,0.44,1,0.99,locations=[];threats=[]
DP004715,de,Hilfe bitte ich bin in Gefahr,0.4,1,0.98,locations=[];threats=[]
DP004716,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP004717,si,මාව හිරිහැරයට ලක් කළා,0.08,1,0.99,locations=[];threats=[]
DP004718,zh,救命我有危险,0.31,1,0.89,locations=[];threats=[]
DP004719,en,Enjoyed a great meal at a local restaurant,0.07,0,0.82,locations=[];threats=[]
DP004720,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP004721,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP004722,en,Enjoyed a great meal at a local restaurant,0.07,0,0.82,locations=[];threats=[]
DP004723,en,Stolen passport need embassy help,0.44,1,0.97,locations=[];threats=['stolen']
DP004724,ta,இன்று கடற்கரை மிகவும் அழகாக உள்ளது,0.13,0,0.98,locations=[];threats=[]
DP004725,ta,நண்பர் மயக்கமடைந்துள்ளார் ஆம்புலன்ஸ் அழைக்கவும்,0.3,1,0.89,locations=[];threats=[]
DP004726,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP004727,ar,شخص ما يتبعني,0.09,1,0.86,locations=[];threats=[]
DP004728,en,Checking in to my hotel now,0.17,0,0.96,locations=[];threats=[]
DP004729,si,මත් ධාවකයෙකු මා ඉදිරිපිට ගිහින්,0.44,1,0.98,locations=[];threats=[]
DP004730,si,දිනන ලද ගෙවීමකින් උදව් ඕනා,0.28,1,0.88,locations=[];threats=[]
DP004731,en,The beach in Mirissa is beautiful today,0.09,0,0.83,locations=[];threats=[]
DP004732,si,උදව් කරන්න මට භයනක් දෙයක් වෙනවා,0.02,1,0.78,locations=[];threats=[]
DP004733,si,මිතුරා අසනීප ඇම්බියුලන්ස් කතා කරන්න,0.2,1,0.76,locations=[];threats=[]
DP004734,en,They harassed me near the beach,0.18,1,0.99,locations=[];threats=['harass']
DP004735,en,Help me please I am in danger,0.1,1,0.77,locations=[];threats=['danger']
DP004736,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP004737,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP004738,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP004739,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP004740,ta,உணவகத்தில் சாப்பிட்டேன்,0.03,0,0.87,locations=[];threats=[]
DP004741,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP004742,en,I am scared and lost please assist,0.05,1,0.84,locations=[];threats=[]
DP004743,zh,救命我有危险,0.31,1,0.89,locations=[];threats=[]
DP004744,en,Enjoyed a great meal at a local restaurant,0.07,0,0.82,locations=[];threats=[]
DP004745,ko,누군가 저를 따라오고 있습니다,0.01,1,0.8,locations=[];threats=[]
DP004746,en,Stolen passport need embassy help,0.44,1,0.97,locations=[];threats=['stolen']
DP004747,zh,救命我有危险,0.31,1,0.89,locations=[];threats=[]
DP004748,en,Visited the temple in Kandy,0.0,0,0.85,locations=[];threats=[]
DP004749,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP004750,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP004751,es,Alguien me está siguiendo,0.06,1,0.89,locations=[];threats=[]
DP004752,si,දිනන ලද ගෙවීමකින් උදව් ඕනා,0.28,1,0.88,locations=[];threats=[]
DP004753,en,Help me please I am in danger,0.1,1,0.77,locations=[];threats=['danger']
DP004754,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP004755,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP004756,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP004757,en,Enjoyed a great meal at a local restaurant,0.07,0,0.82,locations=[];threats=[]
DP004758,en,Help me please I am in danger,0.1,1,0.77,locations=[];threats=['danger']
DP004759,en,The beach in Mirissa is beautiful today,0.09,0,0.83,locations=[];threats=[]
DP004760,de,Jemand folgt mir,0.17,1,0.98,locations=[];threats=[]
DP004761,si,උදව් කරන්න මට භයනක් දෙයක් වෙනවා,0.02,1,0.78,locations=[];threats=[]
DP004762,en,I am scared and lost please assist,0.05,1,0.84,locations=[];threats=[]
DP004763,en,Help me please I am in danger,0.1,1,0.77,locations=[];threats=['danger']
DP004764,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP004765,ta,உதவுங்கள் என்னை யாரோ பின்தொடர்கிறார்கள்,0.41,1,0.77,locations=[];threats=[]
DP004766,zh,有人跟踪我,0.25,1,0.82,locations=[];threats=[]
DP004767,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP004768,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP004769,ja,助けてください危険です,0.02,1,0.78,locations=[];threats=[]
DP004770,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP004771,si,කෙනෙක් මාව අනුගමනය කරනවා,0.19,1,0.78,locations=[];threats=[]
DP004772,en,Stolen passport need embassy help,0.44,1,0.97,locations=[];threats=['stolen']
DP004773,en,Enjoyed a great meal at a local restaurant,0.07,0,0.82,locations=[];threats=[]
DP004774,en,I feel unsafe send help,0.03,1,0.95,locations=[];threats=['unsafe']
DP004775,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP004776,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP004777,en,Emergency I need help immediately,0.2,1,0.88,locations=[];threats=['emergency']
DP004778,en,Visited the temple in Kandy,0.0,0,0.85,locations=[];threats=[]
DP004779,ta,கொள்ளை அடிக்கப்பட்டேன் போலீஸ் அழைக்கவும்,0.32,1,0.84,locations=[];threats=[]
DP004780,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP004781,fr,Au secours quelqu'un me suit,0.21,1,0.77,locations=[];threats=[]
DP004782,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP004783,ta,உணவகத்தில் சாப்பிட்டேன்,0.03,0,0.87,locations=[];threats=[]
DP004784,ta,கொள்ளை அடிக்கப்பட்டேன் போலீஸ் அழைக்கவும்,0.32,1,0.84,locations=[];threats=[]
DP004785,si,මාව හිරිහැරයට ලක් කළා,0.08,1,0.99,locations=[];threats=[]
DP004786,ar,شخص ما يتبعني,0.09,1,0.86,locations=[];threats=[]
DP004787,en,Enjoyed a great meal at a local restaurant,0.07,0,0.82,locations=[];threats=[]
DP004788,ta,உணவகத்தில் சாப்பிட்டேன்,0.03,0,0.87,locations=[];threats=[]
DP004789,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
DP004790,ja,助けてください危険です,0.02,1,0.78,locations=[];threats=[]
DP004791,en,I have been robbed call police now,0.3,1,0.83,locations=[];threats=[]
